Company,Job_Title,Job_URL,Country,City,Sector,Tech_Stack,Source,Reason_Match,Hiring_Confidence,Language_Requirement,Scraped_At
Kansas City Kansas Community College,Business (Faculty - 182 Days),https://www.indeed.com/viewjob?jk=aa0fc197b5a1a873,USA,Kansas City,Tech,Unknown,"Indeed USA (Kansas City, MO)","Actively hiring in Kansas City, MO",High,English,2026-06-17
Children With Opportunity,Registered Behavior Technician (RBT),https://www.indeed.com/viewjob?jk=30a3cbf679340860,USA,Kansas City,Tech,Unknown,"Indeed USA (Kansas City, MO)","Actively hiring in Kansas City, MO",High,English,2026-06-17
Performance Academies,Middle School (6-8) Social Studies Teacher - Mt. Healthy,https://www.indeed.com/viewjob?jk=5ffbdd90782dd5b7,USA,Cincinnati,Tech,Unknown,"Indeed USA (Cincinnati, OH)","Actively hiring in Cincinnati, OH",High,English,2026-06-17
Pearson,"Advanced Specialist, Sales",https://www.indeed.com/viewjob?jk=120f5a752ca3870a,USA,Cincinnati,Tech,Unknown,"Indeed USA (Cincinnati, OH)","Actively hiring in Cincinnati, OH",High,English,2026-06-17
The Cincinnati Insurance Companies,Claims - Surety Fidelity Litigation Specialist II-IV,https://www.indeed.com/viewjob?jk=b0c24aab13e88cc3,USA,Cincinnati,Tech,Unknown,"Indeed USA (Cincinnati, OH)","Actively hiring in Cincinnati, OH",High,English,2026-06-17
Kettering Health,Admin Assistant III - Patient Safety and Quality,https://www.indeed.com/viewjob?jk=1a0bdc0db47d154a,USA,Cincinnati,Tech,Unknown,"Indeed USA (Cincinnati, OH)","Actively hiring in Cincinnati, OH",High,English,2026-06-17
The Hillman Group,Business Intelligence Competency Center (BICC) Developer I,https://www.indeed.com/viewjob?jk=4727af6ed23e235b,USA,Cincinnati,Tech,Unknown,"Indeed USA (Cincinnati, OH)","Actively hiring in Cincinnati, OH",High,English,2026-06-17
Heartland ABA,Behavior Hero – Cincinnati,https://www.indeed.com/viewjob?jk=49ca1964f3b9dcd0,USA,Cincinnati,Tech,Unknown,"Indeed USA (Cincinnati, OH)","Actively hiring in Cincinnati, OH",High,English,2026-06-17
PPG,"Maintenance Engineering Manager, Senior",https://www.indeed.com/viewjob?jk=b8bd5c802237d45a,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
Phalen Leadership Academies,'26/'27 Elementary Teacher(s) at KCE,https://www.indeed.com/viewjob?jk=161835164282fde8,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
OhioHealth,Perinatal Ultrasonographer,https://www.indeed.com/viewjob?jk=632ac07ece7f4d6c,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
giftHEALTH,HR Business Partner,https://www.indeed.com/viewjob?jk=83a956c489b2f2b7,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
PAR Electrical Contractors,Operational Field Specialist,https://www.indeed.com/viewjob?jk=6c37c231806d4529,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
Information Technology Senior Management Forum,Lead Security Architect,https://www.indeed.com/viewjob?jk=9a9cab832e83d050,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
State of Ohio,Business Analyst,https://www.indeed.com/viewjob?jk=d3d1f32aa48227ac,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
Atlas Technical Consultants,Construction Materials Testing Technician,https://www.indeed.com/viewjob?jk=0f134a386b74b188,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
Vertiv,Organizational Change Management (OCM) Manager,https://www.indeed.com/viewjob?jk=5742617638a697d6,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
OCLC,3rd shift Facilities Technician,https://www.indeed.com/viewjob?jk=7424f88344659a80,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
OHCAC Head Start,Lead Teacher - Early Head Start,https://www.indeed.com/viewjob?jk=5e733ad44a73c3f4,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
Expedient,Entry-Level IT Support Associate (B),https://www.indeed.com/viewjob?jk=f3c2f2af808063a9,USA,Columbus,Tech,Unknown,"Indeed USA (Columbus, OH)","Actively hiring in Columbus, OH",High,English,2026-06-17
Believe Circle City High School,Manager of Early College and Career,https://www.indeed.com/viewjob?jk=0f91a8cecf93aa2d,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
State of Indiana,Geologist,https://www.indeed.com/viewjob?jk=14f40586ceb5ea52,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
Elanco,Project Lead Data Manager,https://www.indeed.com/viewjob?jk=eb76070445cdc609,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
Barrett and Stokely,Leasing Consultant - Woods of West Carmel,https://www.indeed.com/viewjob?jk=14c90ad6a144568e,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
"Coca-Cola Consolidated, Inc.",Office Coordinator,https://www.indeed.com/viewjob?jk=b531232ec3916ef5,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
Paramount Schools of Excellence,Literacy Coach,https://www.indeed.com/viewjob?jk=6c5fe5207095a132,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
ANDHealth,Senior Registered Nurse (RN),https://www.indeed.com/viewjob?jk=53fe6b97e01cd4f2,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
AMR Roofing,Client Coordinator,https://www.indeed.com/viewjob?jk=50112b4cb39f9cea,USA,Indianapolis,Tech,Unknown,"Indeed USA (Indianapolis, IN)","Actively hiring in Indianapolis, IN",High,English,2026-06-17
Catholic Diocese of Cleveland,Kindergarten Intervention Specialist: Julie Billiart School,https://www.indeed.com/viewjob?jk=f287f002530dd96e,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
COMMUNITY ACTION WAYNE/MEDINA,Early Childhood Education Coordinator,https://www.indeed.com/viewjob?jk=979915eedef2a949,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
Oakmont Education,Academic Coach,https://www.indeed.com/viewjob?jk=e95aca54b8f7a719,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
AnewHealth,Pharmacy Purchasing Analyst,https://www.indeed.com/viewjob?jk=47ea0322c51b2df0,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
The College of Wooster,"Preschool Teacher (Part-Time, AM Monday/Wednesday/Friday) – The College of Wooster",https://www.indeed.com/viewjob?jk=55cecfb6c6c751f0,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
Sandridge Crafted Foods,Regulatory Compliance Coordinator,https://www.indeed.com/viewjob?jk=0db7be16c94e8c8c,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
NovaCare,Physical Therapist Assistant - PRN,https://www.indeed.com/viewjob?jk=fd469c0e606fe25a,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
thyssenkrupp,G&L Machinist,https://www.indeed.com/viewjob?jk=471150d217b29777,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
SDMyers,Lab Technician I (Seasonal),https://www.indeed.com/viewjob?jk=12e60475073f9aa0,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
Mazzella Companies,Data Engineer,https://www.indeed.com/viewjob?jk=90fd8da4ec416c70,USA,Cleveland,Tech,Unknown,"Indeed USA (Cleveland, OH)","Actively hiring in Cleveland, OH",High,English,2026-06-17
Vineyard City,Planning Technician,https://www.indeed.com/viewjob?jk=33d7c3e1fae2f4df,USA,Provo,Tech,Unknown,"Indeed USA (Provo, UT)","Actively hiring in Provo, UT",High,English,2026-06-17
Cyprus Credit Union,Bilingual Contact Center Representative,https://www.indeed.com/viewjob?jk=76e4ba27e51d50ae,USA,Provo,Tech,Unknown,"Indeed USA (Provo, UT)","Actively hiring in Provo, UT",High,English,2026-06-17
spaces (Formerly OEC),Part-Time Administrative Assistant,https://www.indeed.com/viewjob?jk=e71feeec731e6bbd,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Digester Doc,Part-Time Lab Technician,https://www.indeed.com/viewjob?jk=68582eee000d599f,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Cole Valley Christian Schools,Elementary Student Academic Services (SAS) Teacher,https://www.indeed.com/viewjob?jk=645c0611dfff37ad,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
SCA Health,"Registered Nurse CV II, Pool - Treasure Valley Hospital",https://www.indeed.com/viewjob?jk=1f9b1e530cc8652e,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Schweitzer Engineering Laboratories,Software Engineer Intern,https://www.indeed.com/viewjob?jk=3196e04305dc5155,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Photronics,Manufacturing Technician II,https://www.indeed.com/viewjob?jk=d203cafff5b89773,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Care Options For Kids,Behavior Intervention Specialist,https://www.indeed.com/viewjob?jk=e57990de3217298e,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Exyte,Engineering Technician,https://www.indeed.com/viewjob?jk=f537c996ddb85b5c,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Caldwell School District,Special Education Teacher,https://www.indeed.com/viewjob?jk=169593c3b03b3416,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
Sage International Network of Schools,Instructional Aide,https://www.indeed.com/viewjob?jk=4eea4e66db096066,USA,Boise,Tech,Unknown,"Indeed USA (Boise, ID)","Actively hiring in Boise, ID",High,English,2026-06-17
RenewAire,Sourcing Manager,https://www.indeed.com/viewjob?jk=e9afa450fece6e7d,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
American Family Insurance,Senior Actuarial Data Scientist (Hybrid),https://www.indeed.com/viewjob?jk=3de562640dadac14,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Bauer Built Inc.,Store Manager,https://www.indeed.com/viewjob?jk=e1275954f8d17ecc,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
University of Wisconsin–Madison,Clinical and Data Scientist,https://www.indeed.com/viewjob?jk=37d9c1a95d682fef,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Mortenson Construction,Carpenter Apprentice,https://www.indeed.com/viewjob?jk=d17d7aebf82a2640,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
National Guardian Life Insurance Company,OIPA Business Solutions Analyst,https://www.indeed.com/viewjob?jk=72ef6b80f1d1e7f5,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Appian,Principal Technical Consultant,https://www.indeed.com/viewjob?jk=20ec6a8dbe155f39,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
The Richardson School LLC,Education Support Professional,https://www.indeed.com/viewjob?jk=36f27528512ed9c3,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Johnsonville,Electro-Mechanical Technician 1st Shift,https://www.indeed.com/viewjob?jk=5ad796bacc9ddea9,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
UW-Madison - Division of University Housing,Facilities Technician II,https://www.indeed.com/viewjob?jk=ca52ddcbf250569f,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Midwestern BioAg,Administrative Assistant,https://www.indeed.com/viewjob?jk=613d4f4aef6a8797,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Madison Metropolitan School District,Principal - Elvehjem Elementary - 26-27 SY,https://www.indeed.com/viewjob?jk=5dca073a9a161c2d,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
TDS Telecom,Senior Manager People Development,https://www.indeed.com/viewjob?jk=2aeee2ab4c92c350,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Duluth Trading Company,Retail Business Optimization Manager,https://www.indeed.com/viewjob?jk=51aa036c873a1eec,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Applied Engineering,Business Development Consultant,https://www.indeed.com/viewjob?jk=ff3309a3af60193e,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
Madison Area Technical College,Part-Time Administrative Assistant,https://www.indeed.com/viewjob?jk=9d2d3952b5817c42,USA,Madison,Tech,Unknown,"Indeed USA (Madison, WI)","Actively hiring in Madison, WI",High,English,2026-06-17
QUAD,Sustainability Specialist,https://www.indeed.com/viewjob?jk=f5f072ff13aab962,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Hanson Dodge Creative,Integrated Media Planner,https://www.indeed.com/viewjob?jk=7ff4d09593808708,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Lannon Stone Products,Mine Engineer,https://www.indeed.com/viewjob?jk=4d0ee4c802d0c14a,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
United Community Center,K4 -K5 Special Education Teacher Assistant,https://www.indeed.com/viewjob?jk=8d52f7917fc05455,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Men's Wearhouse,Store Manager,https://www.indeed.com/viewjob?jk=73b381614207d8bf,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Vituity,Studio Manager - MOOV - Milwaukee,https://www.indeed.com/viewjob?jk=6709467c16efd9b1,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
HOPE Christian Schools,Caritas - 4th Grade,https://www.indeed.com/viewjob?jk=f79c946063b560ae,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Advocate Aurora Health,Behavioral Health & Safety Nurse Clinical Specialist - APH,https://www.indeed.com/viewjob?jk=7d4a8a00bf3e5d3e,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Regal Rexnord Corporation,Sales Leadership Program,https://www.indeed.com/viewjob?jk=9da71148288f7378,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
ORTHOPAEDIC ASSOCIATES OF WISCONSIN,23HR Registered Nurse-POOL- Pewaukee,https://www.indeed.com/viewjob?jk=88c104e8ac3fc57e,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Milwaukee Academy of Science,26-27 Academic Dean,https://www.indeed.com/viewjob?jk=dfc80af5243f0a5f,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Reader Precision Solutions,Director of Education & Outreach,https://www.indeed.com/viewjob?jk=74eb55775f3760c4,USA,Milwaukee,Tech,Unknown,"Indeed USA (Milwaukee, WI)","Actively hiring in Milwaukee, WI",High,English,2026-06-17
Sonida Senior Living,Dining Service Server,https://www.indeed.com/viewjob?jk=07a9d8d7848b1f9f,USA,Louisville,Tech,Unknown,"Indeed USA (Louisville, KY)","Actively hiring in Louisville, KY",High,English,2026-06-17
Brown-Forman,IT Internal Auditor,https://www.indeed.com/viewjob?jk=dec25a60d4dc0ec4,USA,Louisville,Tech,Unknown,"Indeed USA (Louisville, KY)","Actively hiring in Louisville, KY",High,English,2026-06-17
UofL Health,"RN, Frazier Rehab Institute, 7a-7p and 7p-7a Shifts Available",https://www.indeed.com/viewjob?jk=bbd187e690bfb3c1,USA,Louisville,Tech,Unknown,"Indeed USA (Louisville, KY)","Actively hiring in Louisville, KY",High,English,2026-06-17
Farm Credit Mid-America,Ag Retail Loan Servicing Specialist,https://www.indeed.com/viewjob?jk=4bb6d23b6b95348b,USA,Louisville,Tech,Unknown,"Indeed USA (Louisville, KY)","Actively hiring in Louisville, KY",High,English,2026-06-17
LifeStance Health,Regional APRN Director,https://www.indeed.com/viewjob?jk=69c7c3ad7f06adcc,USA,Louisville,Tech,Unknown,"Indeed USA (Louisville, KY)","Actively hiring in Louisville, KY",High,English,2026-06-17
Commonwealth of Kentucky,Systems Administrator,https://www.indeed.com/viewjob?jk=9c369b12998c8f80,USA,Louisville,Tech,Unknown,"Indeed USA (Louisville, KY)","Actively hiring in Louisville, KY",High,English,2026-06-17
Sweeping Corporation of America,Overnight Parking Lot Sweeper (Non CDL) - Full -Time,https://www.indeed.com/viewjob?jk=cac20ce6a99465e0,USA,Richmond,Tech,Unknown,"Indeed USA (Richmond, VA)","Actively hiring in Richmond, VA",High,English,2026-06-17
Shineforth Child & Family Services,Strategy and Innovation Project Coordinator,https://www.indeed.com/viewjob?jk=34802015faf05ab1,USA,Richmond,Tech,Unknown,"Indeed USA (Richmond, VA)","Actively hiring in Richmond, VA",High,English,2026-06-17
RDSolutions,Field Representative - Part Time,https://www.indeed.com/viewjob?jk=21c92cfbf104f765,USA,Richmond,Tech,Unknown,"Indeed USA (Richmond, VA)","Actively hiring in Richmond, VA",High,English,2026-06-17
Richmond Public Schools,Teacher - Exceptional Education,https://www.indeed.com/viewjob?jk=298ac9de540e2de0,USA,Richmond,Tech,Unknown,"Indeed USA (Richmond, VA)","Actively hiring in Richmond, VA",High,English,2026-06-17
Chesterfield County Public Schools,Coordinator of Special Education - Secondary,https://www.indeed.com/viewjob?jk=261f509053af5f12,USA,Richmond,Tech,Unknown,"Indeed USA (Richmond, VA)","Actively hiring in Richmond, VA",High,English,2026-06-17
BeOne Medicines,"Senior Manager Packaging Engineering (Hopewell, NJ)",https://www.indeed.com/viewjob?jk=126ddb6e65c0e3ff,USA,Richmond,Tech,Unknown,"Indeed USA (Richmond, VA)","Actively hiring in Richmond, VA",High,English,2026-06-17
Oklahoma City Public Schools,2026-2027 Assistant Principal - Middle School (Fist Choice Online Academy),https://www.indeed.com/viewjob?jk=6bcd9c593c826110,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
Public Strategies,Workshop Facilitation and Content Manager - FT,https://www.indeed.com/viewjob?jk=5d56ae70a589913c,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
Gemini Industries,"Director, Information Technology",https://www.indeed.com/viewjob?jk=f5887c073084cf90,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
TRONOX,Technical Service Inventory Analyst,https://www.indeed.com/viewjob?jk=158abded1dbd2646,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
Trisura,US Human Resources Manager,https://www.indeed.com/viewjob?jk=628657ac8ac22971,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
REDW,CAAS Specialist,https://www.indeed.com/viewjob?jk=37dcd2e62761334f,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
OU Health,Experienced RN - Registered Nurse - Urology Surgery - Stephenson Cancer Center,https://www.indeed.com/viewjob?jk=40992214a4d5fc8b,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
MidFirst Bank,Network Security & Network Engineering Intern,https://www.indeed.com/viewjob?jk=98345287dce47704,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
Oklahoma Office of Juvenile Affairs,Payroll Specialist,https://www.indeed.com/viewjob?jk=12c3c1c46986b30d,USA,Oklahoma City,Tech,Unknown,"Indeed USA (Oklahoma City, OK)","Actively hiring in Oklahoma City, OK",High,English,2026-06-17
Family & Children's Services,"Case Manager - Adult Outpatient, Connections",https://www.indeed.com/viewjob?jk=72dd516559638010,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
"Montereau, Inc.",Human Resources Generalist,https://www.indeed.com/viewjob?jk=726ad5a192c89f57,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Elara Caring,Licensed Practical Nurse LPN Home Health,https://www.indeed.com/viewjob?jk=4fdb9807f1ce776e,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Oklahoma City Thunder,"College & Career Readiness Instructor, Thunder Fellows (Contract)",https://www.indeed.com/viewjob?jk=47908c4094cecaaf,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
BOK Financial,Wealth Management Strategic Risk Officer,https://www.indeed.com/viewjob?jk=d455eff58cdabba3,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Moore Response Management Group,"Call Center Representative (On-Site, 8:00 a.m. - 4:30 p.m. or 8:00 a.m. - 5:00 p.m.)",https://www.indeed.com/viewjob?jk=26acf43dcce5b736,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Moore,"Call Center Representative (On-Site, 8:00 a.m. - 4:30 p.m. or 8:00 a.m. - 5:00 p.m.)",https://www.indeed.com/viewjob?jk=590ef81781990fd5,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Gateway First Bank,Senior IT Data Engineer,https://www.indeed.com/viewjob?jk=a26457495f0f6467,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
"The Weitz Company / Contrack Watts, Inc.",Material Handler,https://www.indeed.com/viewjob?jk=52f73ebbb8b8c6da,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Botanic Tonics LLC,Quality Control Technician - 2nd Shift,https://www.indeed.com/viewjob?jk=da1409d1f78dee0f,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
JENKS PUBLIC SCHOOLS,Title 1 Math Teacher (Part Time),https://www.indeed.com/viewjob?jk=1c3be2a2e9128bed,USA,Tulsa,Tech,Unknown,"Indeed USA (Tulsa, OK)","Actively hiring in Tulsa, OK",High,English,2026-06-17
Midwest Family Services LLC,Special Education Teacher- Part Time,https://www.indeed.com/viewjob?jk=29e0f6a3f9b1e61b,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
University of Nebraska at Omaha,Research Scientist - QUARC - Department of Biomechanics,https://www.indeed.com/viewjob?jk=14060196142667e6,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
Latino Center of the Midlands,Workforce Education & Innovation Program Assi,https://www.indeed.com/viewjob?jk=7a8503fd5c86a56b,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
Millard Public Schools,Resource Paraprofessional at Ezra Elementary,https://www.indeed.com/viewjob?jk=dd0f4008a75f5518,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
Bryan Health,Staff RN-Functional Care,https://www.indeed.com/viewjob?jk=14ad7292151ff124,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
Dimensions Educational Research Foundation,"Business Development Manager, Nature Explore",https://www.indeed.com/viewjob?jk=ed0a0b5ea210214f,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
"IES Commercial, Inc. – DBA IES Electrical",Data Communications Technician,https://www.indeed.com/viewjob?jk=1a47498d62eb6aa1,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
Clyde Malone Community Center,Director of Out of School Program,https://www.indeed.com/viewjob?jk=17faf8f58adeb9b2,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
Franchise Sidekick,Software Developer - Backend,https://www.indeed.com/viewjob?jk=861eb23533225fa0,USA,Omaha,Tech,Unknown,"Indeed USA (Omaha, NE)","Actively hiring in Omaha, NE",High,English,2026-06-17
